manufacturer,model,slug,u_height
Cisco,AIR-CT2504-5-K9,air-ct2504-5-k9,1
Cisco,AIR-CT2504-15-K9,air-ct2504-15-k9,1
Cisco,AIR-CT2504-25-K9,air-ct2504-25-k9,1
Cisco,AIR-CT2504-50-K9,air-ct2504-50-k9,1
Cisco,AIR-CT2504-HA-K9,air-ct2504-ha-k9,1
