manufacturer,model,slug,u_height
Checkpoint,3100,3100,1
Checkpoint,3200,3200,1
Checkpoint,5100,5100,1
Checkpoint,5200,5200,1
Checkpoint,5400,5400,1
Checkpoint,5600,5600,1
Checkpoint,5800,5800,1
Checkpoint,5900,5900,1
Checkpoint,6500,6500,1
Checkpoint,6800,6800,2
Checkpoint,15400,15400,2
Checkpoint,15600,15600,2
Checkpoint,23500,23500,2
Checkpoint,23800,23800,2
Checkpoint,23900,23900,2
Checkpoint,44000,44000,6
Checkpoint,64000,64000,16
