manufacturer,model,slug,u_height
Checkpoint,506,506,1
Checkpoint,1006,1006,1
Checkpoint,2006,2006,1
Checkpoint,4412,4412,2
Checkpoint,8412,8412,2
Checkpoint,12412,12412,2
Checkpoint,10420,10420,2
Checkpoint,20420,20420,2
Checkpoint,30420,30420,2
Checkpoint,40420,40420,2
