manufacturer,model,slug,u_height
Cisco,SL-900-IPB,sl-900-ipb,1
Cisco,SL-900-APP,sl-900-app,1
Cisco,SL-900-SEC,sl-900-sec,1
Cisco,SL-900-SECNPE,sl-900-secnpe,1
