manufacturer,model,slug,u_height
Cisco,ASR 1001-X,asr-1001-x,1
Cisco,ASR 1002-X,asr-1002-x,2
Cisco,ASR 1001-HX,asr-1001-hx,1
Cisco,ASR 1002-HX,asr-1002-hx,2
Cisco,ASR 1004,asr-1004,4
Cisco,ASR 1006,asr-1006,4
Cisco,ASR 1006-X,asr-1006-x,6
Cisco,ASR 1009-X,asr-1009-x,9
Cisco,ASR 1013,asr-1013,13
