manufacturer,model,slug,u_height
Cisco,ISR 4461,isr-4461,3
Cisco,ISR 4451,isr-4451,2
Cisco,ISR 4431,isr-4431,1
Cisco,ISR 4351,isr-4351,2
Cisco,ISR 4331,isr-4331,1
Cisco,ISR 4321,isr-4321,1
