manufacturer,model,slug,u_height
Meraki,MX64,mx64,1
Meraki,MX64W,mx64w,1
Meraki,MX65,mx65,1
Meraki,MX65W,mx65w,1
Meraki,MX67,mx67,1
Meraki,MX67W,mx67w,1
Meraki,MX67C,mx67c,1
Meraki,MX68,mx68,1
Meraki,MX68W,mx68w,1
Meraki,MX68CW,mx68cw,1
Meraki,MX84,mx84,1
Meraki,MX100,mx100,1
Meraki,MX250,mx250,1
Meraki,MX450,mx450,1
Meraki,vMX100,vmx100,1
