manufacturer,model,slug,u_height
Meraki,MS120-8,ms120-8,1
Meraki,MS120,ms120,1
Meraki,MS210,ms210,1
Meraki,MS225,ms225,1
Meraki,MS250,ms250,1
Meraki,MS350,ms350,1
Meraki,MS355,ms355,1
Meraki,MS410,ms410,1
Meraki,MS425,ms425,1
Meraki,MS450,ms450,1
