manufacturer,model,slug,u_height
Cisco,WAP125-A-K9-NA,wap125-a-k9-na,1
Cisco,WAP150,wap150,1
Cisco,WAP150-A-K9-NA,wap150-a-k9-na,1
Cisco,WAP131,wap131,1
Cisco,WAP131-A-K9-NA,wap131-a-k9-na,1
Cisco,WAP121-A-K9-NA,wap121-a-k9-na,1
