manufacturer,model,slug,u_height
cisco,AIR-AP2802I-x-K9,air-ap2802i-x-k9,1
cisco,AIR-AP2802I-x-K9C,air-ap2802i-x-k9c,1
cisco,AIR-AP2802E-x-K9,air-ap2802e-x-k9,1
cisco,AIR-AP2802E-x-K9C,air-ap2802e-x-k9c,1
