manufacturer,model,slug,u_height
Cisco,AIR-AP3802I-x-K9,air-ap3802i-x-K9,1
Cisco,AIR-AP3802I-x-K9C,air-ap3802i-x-k9c,1
Cisco,AIR-AP3802E-x-K9,air-ap3802e-x-k9,1
Cisco,AIR-AP3802E-x-K9C,air-ap3802e-x-k9c,1
Cisco,AIR-AP3802p-x-K9,air-ap3802p-x-k9,1
Cisco,AIR-AP3802p-x-K9C,air-ap3802p-x-k9c,1
