manufacturer,model,slug,u_height
Cisco,AIR-AP3702I-UXK9,air-ap3702i-uxk9,1
Cisco,AIR-AP3702I-UXK9C,air-ap3702i-uxk9c,1
Cisco,AIR-AP3702E-UXK9,air-ap3702e-uxk9,1
Cisco,AIR-AP3702E-UXK9,air-ap3702e-uxk9,1
Cisco,AIR-CAP3702I-x-K9,air-cap3702i-x-k9,1
Cisco,AIR-CAP3702E-x-K9,air-cap3702e-x-k9,1
Cisco,AIR-CAP3702P-x-K9,air-cap3702p-x-k9,1
