manufacturer,model,slug,u_height
Cisco,AIR-CAP1602I-x-K9,air-cap1602i-x-k9,1
Cisco,AIR-SAP1602I-x-K9,air-sap1602i-x-k9,1
Cisco,AIR-CAP1602E-x-K9,air-cap1602e-x-k9,1
Cisco,AIR-SAP1602E-x-K9,air-sap1602e-x-k9,1
