manufacturer,model,slug,u_height
Cisco,AIR-CAP2602I-x-K9,air-cap2602i-x-k9,1
Cisco,AIR-SAP2602I-x-K9,air-sap2602i-x-k9,1
Cisco,AIR-CAP2602E-x-K9,air-cap2602e-x-k9,1
Cisco,AIR-SAP2602E-x-K9,air-sap2602e-x-k9,1
