manufacturer,model,slug,u_height
Cisco,WAP371-A-K9,wap371-a-k9,1
Cisco,WAP361,wap361,1
Cisco,WAP361-A-K9,wap361-a-k9,1
Cisco,WAP351,wap351,1
Cisco,WAP351-A-K9,wap351-a-k9,1
Cisco,WAP321-A-K9,wap321-a-k9,1
