manufacturer,model,slug,u_height
Meraki,MR55,mr55,1
Meraki,MR45,mr45,1
Meraki,MR53E,mr53e,1
Meraki,MR53,mr53,1
Meraki,MR52,mr52,1
Meraki,MR42E,mr42e,1
Meraki,MR42,mr42,1
Meraki,MR33,mr33,1
Meraki,MR30H,mr30h,1
Meraki,MR20,mr20,1
Meraki,MR84,mr84,1
Meraki,MR72,mr72,1
Meraki,MR70,mr70,1
